customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,loan_default,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,bank_branch_clients,level_of_education_clients,age,gender,prev_loan_count,avg_prev_loan_amount,avg_prev_term,monthly_income,debt_to_income_ratio,credit_score,num_credit_cards,past_due_days,missed_payments_6mo,marital_status_Married,marital_status_Single,employment_status_clients_Permanent,employment_status_clients_Retired,employment_status_clients_Self-Employed,employment_status_clients_Student,employment_status_clients_Unemployed,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,marital_status,employment_status_clients,loan_purpose,loan_to_income_ratio,risk_band,payment_behavior_score
8a858f255ca276c5015ca67eb9b05780,302001967,2,2017-07-29 10:41:23,2017-07-29 09:41:15,10000.0,13000.0,30,0,Savings,7.5719133,9.03728,Zenith Bank,Unknown,Uneducated,37.0,0,1.0,10000.0,30.0,83008.22308860309,0.7494795398900868,450,4,67,5,False,True,True,False,False,False,False,False,False,False,False,Single,Permanent,Car,0.12046999234432457,High Risk,16.7
8a858f305c8dd672015c9ba6b0c50159,301999884,2,2017-07-28 06:52:10,2017-07-28 05:52:03,10000.0,13000.0,30,0,Savings,3.4924266,6.6523416,GT Bank,Unknown,Uneducated,37.0,0,1.0,10000.0,30.0,174064.73906163278,0.20123503191607944,541,1,81,0,False,False,True,False,False,False,False,True,False,False,False,Married,Permanent,Car,0.05744988935673643,High Risk,8.1
8a858f365b2547f3015b25c392084b59,301983753,2,2017-07-18 12:43:38,2017-07-18 11:43:31,10000.0,11500.0,15,0,Savings,3.3620081,6.5875133,First Bank,Unknown,Uneducated,44.0,1,1.0,10000.0,15.0,492687.3085405864,0.8890137451037136,619,4,61,5,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.020296849191470952,High Risk,16.1
8a858f4f552ae10101552bbe69264046,301996163,6,2017-07-26 00:41:09,2017-07-25 23:41:03,20000.0,24500.0,30,0,Other,3.094886,6.4998413,GT Bank,Unknown,Uneducated,42.0,0,5.0,14000.0,27.0,132483.31639418274,0.2945351936692231,505,5,6,0,False,True,True,False,False,False,False,True,False,False,False,Single,Permanent,Car,0.1509624045075474,High Risk,0.6000000000000001
8a858f585bfd6341015bfed6f96d6046,302001066,2,2017-07-28 17:49:38,2017-07-28 16:49:33,10000.0,13000.0,30,1,Savings,3.494862,6.6062156,Access Bank,Unknown,Uneducated,42.0,0,1.0,10000.0,30.0,248248.22308048923,0.4158079312622376,456,5,38,6,False,True,True,False,False,False,False,False,False,False,True,Single,Permanent,Medical,0.04028226214838892,High Risk,15.8
8a858f6a5d1e09b3015d28d2bea41914,301997713,2,2017-07-26 20:28:32,2017-07-26 19:28:26,10000.0,11500.0,15,0,Savings,3.8294268,7.384173,GT Bank,Unknown,Uneducated,34.0,1,1.0,10000.0,15.0,291621.9930915196,0.22336229420900697,835,5,67,4,True,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.03429096651452384,High Risk,14.7
8a858f725b49c0c0015b4f1f05784037,301988826,8,2017-07-21 08:36:24,2017-07-21 07:36:08,30000.0,34500.0,30,1,Savings,3.3569897,6.5877336,GT Bank,Unknown,Uneducated,48.0,1,7.0,17142.85714285714,17.142857142857142,218635.44154615502,0.2607927406818952,645,0,11,3,False,False,False,False,False,False,True,True,False,False,False,Married,Unemployed,Car,0.13721471591176973,High Risk,7.1
8a858f8c5ca0e7fe015ca109320612e2,301975139,2,2017-07-12 20:08:13,2017-07-12 19:08:07,10000.0,13000.0,30,0,Savings,7.0120454,4.7569435,GT Bank,Unknown,Uneducated,37.0,1,1.0,10000.0,30.0,430626.4900048688,0.17686874676069753,769,0,12,1,False,False,True,False,False,False,False,False,False,False,False,Married,Permanent,Car,0.023221980607572322,Medium Risk,3.2
8a858f99560bbe4501561ba1e2496884,301966969,12,2017-07-06 18:50:10,2017-07-06 17:50:05,40000.0,44000.0,30,0,Other,3.892071,7.3621397,Zenith Bank,Unknown,Uneducated,43.0,1,11.0,23636.363636363636,25.90909090909091,178338.28994491493,0.6372015463854104,485,3,90,0,False,False,False,False,True,False,False,False,False,True,False,Married,Self-Employed,Home,0.22429283140684586,High Risk,9.0
8a858fa154e2912f01551033886c784b,301986934,5,2017-07-20 08:01:05,2017-07-20 07:00:58,10000.0,11500.0,15,0,Savings,3.3421974,6.5954012,GT Bank,Unknown,Graduate,36.0,0,4.0,9500.0,22.5,228229.21736383275,0.22552305362440414,356,6,11,1,True,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.04381559957793857,High Risk,3.1
8a858fb95b5d059d015b5d19f66e182b,301995716,5,2017-07-25 17:53:59,2017-07-25 16:52:47,10000.0,13000.0,30,0,Savings,-95.6936983,29.862125,GT Bank,Unknown,Uneducated,45.0,1,4.0,10000.0,26.25,50000.0,0.4616348400432859,354,4,71,6,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.2,High Risk,19.1
8a858fd05bfd7d3c015c00f3ab130a8d,301971550,3,2017-07-10 14:25:22,2017-07-10 13:25:16,10000.0,13000.0,30,0,Savings,7.3656675,8.9772529,GT Bank,Unknown,Uneducated,41.0,0,2.0,10000.0,30.0,552262.355040963,0.8310006826304102,840,6,5,2,False,False,True,False,False,False,False,False,False,True,False,Married,Permanent,Home,0.018107335958574017,High Risk,4.5
8a858fd85b685607015b75c236d17101,301964193,4,2017-07-05 06:00:39,2017-07-05 05:00:33,20000.0,24500.0,30,0,Savings,8.170395,9.51107,Diamond Bank,Unknown,Uneducated,40.0,1,3.0,10000.0,25.0,453695.52173805155,0.18364658229798342,485,3,84,0,False,True,True,False,False,False,False,False,False,True,False,Single,Permanent,Home,0.04408242762322729,High Risk,8.4
8a858ffc5aa39049015aa5111d27328c,301990447,6,2017-07-22 09:19:04,2017-07-22 08:18:57,30000.0,34500.0,30,1,Savings,3.3402395,6.5953831,Diamond Bank,Unknown,Uneducated,35.0,1,5.0,12000.0,30.0,111527.6866828368,0.3219667322765032,490,6,76,6,False,False,True,False,False,False,False,False,False,False,False,Married,Permanent,Car,0.2689915023998858,High Risk,19.6
8a8589ec542eaa89015443b229544ffe,301968343,14,2017-07-07 17:43:14,2017-07-07 16:43:07,40000.0,44000.0,30,1,Other,3.3422783,6.5770733,UBA,Unknown,Uneducated,48.0,0,13.0,23076.923076923078,30.0,331895.0248719859,0.37250077652565383,675,6,82,6,False,True,False,False,True,False,False,False,False,False,False,Single,Self-Employed,Car,0.12052003495812649,High Risk,20.200000000000003
8a858e2d597cf6250159830fb43c57ac,301987589,2,2017-07-20 13:46:55,2017-07-20 12:46:46,10000.0,13000.0,30,1,Savings,3.3262112,6.6348355,Access Bank,Unknown,Uneducated,44.0,1,1.0,10000.0,30.0,277913.8067374016,0.34636562952944905,842,3,79,1,False,True,True,False,False,False,False,False,False,False,False,Single,Permanent,Car,0.035982379275776376,Medium Risk,9.9
8a858e875c63d395015c68fde9f9525a,301964431,2,2017-07-05 09:22:24,2017-07-05 08:22:18,10000.0,13000.0,30,1,Savings,4.5597517,8.5142394,UBA,Unknown,Uneducated,40.0,1,1.0,10000.0,30.0,456651.05322859914,0.2511330645112718,761,6,37,6,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.02189855893093497,High Risk,15.7
8a858f1b5b9136f7015b9f66e5c5327c,301985729,4,2017-07-19 13:49:35,2017-07-19 12:49:27,30000.0,34500.0,30,1,Savings,7.4325582,9.0671379,Sterling Bank,Unknown,Uneducated,46.0,0,3.0,13333.333333333334,20.0,359869.174851866,0.8604127437754738,778,3,35,4,False,True,False,False,False,False,True,False,False,True,False,Single,Unemployed,Home,0.08336362794159569,High Risk,11.5
8a858f7e5c69a6e3015c6f838d472fa2,301958491,3,2017-07-01 01:58:17,2017-07-01 00:58:11,10000.0,11500.0,15,1,Savings,3.3324381,6.6344689,GT Bank,Unknown,Uneducated,39.0,0,2.0,10000.0,15.0,235877.26394871104,0.6232161067376776,479,6,63,1,True,False,False,False,False,False,True,False,False,False,True,Married,Unemployed,Medical,0.042394929602771685,High Risk,8.3
8a858fb35a9469ec015a94f9554a5d13,301964398,4,2017-07-05 09:06:51,2017-07-05 08:06:45,10000.0,13000.0,30,1,Savings,3.2353934,6.5901441,Access Bank,Unknown,Uneducated,54.0,0,3.0,10000.0,30.0,330670.5060583056,0.8893360992715461,313,4,31,5,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.030241584346917066,High Risk,13.1
8a858ff9580b881201580bac5a811068,301967426,2,2017-07-07 07:14:48,2017-07-07 06:14:41,10000.0,11500.0,15,1,Savings,4.6184512,8.487176,Sterling Bank,Unknown,Graduate,33.0,1,1.0,10000.0,15.0,85773.15991289986,0.49372309333383224,665,4,59,2,False,True,False,False,True,False,False,False,False,False,True,Single,Self-Employed,Medical,0.11658658734451088,Medium Risk,9.9
8a8588f754a058cb0154b922d7fe1ffd,301977664,11,2017-07-14 13:44:33,2017-07-14 12:44:25,40000.0,48000.0,60,1,Other,3.3350952,7.1172055,UBA,Unknown,Graduate,42.0,0,10.0,28000.0,45.0,119252.0967110123,0.2009216909696682,438,1,49,4,False,True,True,False,False,False,False,False,False,False,True,Single,Permanent,Medical,0.33542387180775,High Risk,12.9
8a85893d53e2e2f30153e587432034bf,301982399,9,2017-07-17 17:41:43,2017-07-17 16:41:37,35000.0,38500.0,30,0,Other,3.3746529,6.5326003,GT Bank,Unknown,Graduate,34.0,1,8.0,18125.0,30.0,435064.27836226794,0.15427336822133775,712,3,1,3,False,True,True,False,False,False,False,False,False,True,False,Single,Permanent,Home,0.08044788262495849,High Risk,6.1
8a85897353d85af80153d8a368020159,301971930,11,2017-07-10 18:04:26,2017-07-10 17:04:21,40000.0,44000.0,30,0,Other,7.0463604,5.4999437,UBA,Unknown,Uneducated,42.0,1,10.0,15500.0,22.5,489625.79389850947,0.3082910891877255,316,5,38,2,True,False,False,False,True,False,False,False,False,False,False,Married,Self-Employed,Car,0.08169504241496574,High Risk,7.800000000000001
8a8589c1545181f3015466b5659a4299,301963567,11,2017-07-04 17:16:34,2017-07-04 16:15:28,50000.0,57500.0,90,0,Other,4.5178112,7.7448213,GT Bank,Unknown,Uneducated,42.0,0,10.0,31700.0,57.0,447505.3658477239,0.7414287815413896,788,2,78,5,True,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.11173050384610111,High Risk,17.8
8a858e055ac84a51015ac9a10d857523,301988693,4,2017-07-21 06:40:35,2017-07-21 05:40:19,10000.0,11125.0,15,0,Savings,3.2641776,6.6099142,GT Bank,Unknown,Uneducated,39.0,1,3.0,10000.0,30.0,461088.1588295774,0.38244263253204647,483,0,58,5,False,True,True,False,False,False,False,False,False,False,True,Single,Permanent,Medical,0.021687826521904017,High Risk,15.8
8a858e105c1c09c8015c1f8d43752c0a,301959439,3,2017-07-01 21:22:56,2017-07-01 20:22:49,10000.0,13000.0,30,0,Savings,7.0029769,4.8284243,First Bank,Unknown,Uneducated,60.0,1,2.0,10000.0,22.5,189146.23312174808,0.22753187379609852,805,0,48,3,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.05286914698197179,High Risk,10.8
8a858e155cd052b0015cd2a48d745802,301976848,2,2017-07-14 00:52:53,2017-07-13 23:52:45,10000.0,11500.0,15,0,Savings,3.5391317,6.6969433,GT Bank,Unknown,Uneducated,34.0,1,1.0,10000.0,15.0,386222.70873060403,0.4080780460499863,510,2,3,4,False,True,True,False,False,False,False,True,False,False,False,Single,Permanent,Car,0.02589179707445723,High Risk,8.3
8a858e215ca77c7f015ca8e61b12437c,301964965,2,2017-07-05 14:30:08,2017-07-05 13:30:02,10000.0,13000.0,30,0,Savings,5.6056821,6.3072516,Access Bank,Unknown,Uneducated,53.0,1,1.0,10000.0,30.0,339808.9217462606,0.17808249057109382,442,0,6,2,False,True,False,False,False,False,True,True,False,False,False,Single,Unemployed,Car,0.029428303261169582,High Risk,4.6
8a858f3159f585d30159f9b058fc1e2f,301965993,6,2017-07-06 08:41:21,2017-07-06 07:41:15,20000.0,24500.0,30,1,Savings,3.3359283,6.6682167,GT Bank,Unknown,Uneducated,40.0,1,5.0,14000.0,30.0,383101.0424673755,0.8301762113374792,683,2,86,2,False,True,True,False,False,False,False,True,False,False,False,Single,Permanent,Car,0.05220554836183506,High Risk,12.6
8a858f3a58a6d6720158b1b681871a59,301983808,9,2017-07-18 13:07:37,2017-07-18 12:06:26,40000.0,48000.0,60,0,Savings,5.1426208,7.3046694,GT Bank,Unknown,Uneducated,33.0,0,8.0,21250.0,31.875,218933.85627305883,0.520848699470929,403,4,87,5,False,False,False,False,False,True,False,False,False,False,True,Married,Student,Medical,0.18270358308635085,High Risk,18.700000000000003
8a858f4e5d1d97f9015d1da5168f0863,302003603,2,2017-07-30 15:41:37,2017-07-30 14:41:29,10000.0,11500.0,15,0,Savings,3.3552557,6.5037276,UBA,Unknown,Uneducated,36.0,1,1.0,10000.0,15.0,324894.45330844866,0.23721903984323867,645,5,61,4,False,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.030779226601650195,High Risk,14.100000000000001
8a858f6055f82d2c0155f8c77b2b072d,301994425,8,2017-07-24 23:37:29,2017-07-24 22:37:23,30000.0,39000.0,60,0,Savings,7.40521,10.4413537,Skye Bank,Unknown,Graduate,43.0,1,7.0,15714.285714285714,30.0,183802.7836647395,0.8090272680761766,340,5,81,1,False,True,True,False,False,False,False,False,False,False,True,Single,Permanent,Medical,0.1632184203190344,High Risk,10.1
8a858f665cf43442015cf4504cd91679,301978083,2,2017-07-14 17:38:30,2017-07-14 16:38:24,10000.0,11500.0,15,0,Savings,2.9569726,6.4489888,Diamond Bank,Unknown,Uneducated,53.0,0,1.0,10000.0,15.0,301842.2076064513,0.30987014987930106,619,4,51,0,True,False,False,False,False,False,True,False,True,False,False,Married,Unemployed,Education,0.03312989286454672,Medium Risk,5.1000000000000005
8a858f775d0e8a23015d1213843d3896,301987214,2,2017-07-20 10:26:45,2017-07-20 09:26:36,10000.0,11500.0,15,0,Current,7.4494827,9.0004485,Diamond Bank,Unknown,Uneducated,48.0,0,1.0,10000.0,15.0,172885.45919905906,0.1595977667214383,786,3,31,3,True,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.05784176440475583,High Risk,9.1
8a858f7b5ca7abe3015cab4166a26278,301972750,2,2017-07-11 10:34:57,2017-07-11 09:34:52,10000.0,13000.0,30,0,Savings,3.4255628,6.7629986,Diamond Bank,Unknown,Uneducated,45.0,1,1.0,10000.0,30.0,50000.0,0.8002703496071344,506,4,38,5,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.2,High Risk,13.8
8a858f885adcf4e8015addc0f5b3608c,301960704,3,2017-07-03 09:34:34,2017-07-03 08:33:29,10000.0,13000.0,30,0,Savings,3.3888166,6.7218437,GT Bank,Unknown,Uneducated,43.0,0,2.0,10000.0,30.0,394359.90202980244,0.47066854944421865,759,3,2,4,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.02535754763232567,High Risk,8.2
8a858f8e5c5f46fc015c62dc39102d88,301975656,2,2017-07-13 09:03:32,2017-07-13 08:03:26,10000.0,13000.0,30,1,Savings,3.3322974,6.6421555,GT Bank,Unknown,Uneducated,49.0,1,1.0,10000.0,30.0,431202.82360211184,0.16396321196860975,340,6,66,3,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.023190942759751965,High Risk,12.600000000000001
8a858fa3552ae112015546dc8ab052c2,301991632,7,2017-07-23 09:25:06,2017-07-23 08:24:59,40000.0,44000.0,30,0,Other,3.3018467,6.681925,GT Bank,Unknown,Uneducated,40.0,0,6.0,19833.333333333332,30.0,603665.6607333184,0.6555523256607908,696,3,57,4,True,False,False,False,True,False,False,True,False,False,False,Married,Self-Employed,Car,0.06626184426559724,High Risk,13.7
8a858fa5552add5d015545f1fbad57f0,302000888,12,2017-07-28 16:12:39,2017-07-28 15:12:33,40000.0,48000.0,60,0,Other,3.3295494,6.6053181,GT Bank,Unknown,Graduate,35.0,0,11.0,22727.272727272728,36.81818181818182,478189.1576220763,0.5665075830291133,343,1,33,2,False,True,False,False,False,True,False,False,False,False,True,Single,Student,Medical,0.08364890621717715,High Risk,7.300000000000001
8a858fae59ac8f090159ac9a70b80cb8,302003191,2,2017-07-30 09:54:54,2017-07-30 08:54:46,10000.0,11500.0,15,0,Savings,3.388147,6.4541655,Stanbic IBTC,Unknown,Uneducated,38.0,1,1.0,10000.0,15.0,433960.3920816824,0.8776982131945775,350,2,62,4,False,True,True,False,False,False,False,True,False,False,False,Single,Permanent,Car,0.023043577668530046,High Risk,14.2
8a858fb959b74eaa0159ba8cdd0f0142,301972318,8,2017-07-11 00:09:35,2017-07-10 23:09:30,20000.0,23000.0,30,0,Savings,3.9316231,7.4201912,Stanbic IBTC,Unknown,Uneducated,45.0,0,7.0,14285.714285714286,25.714285714285715,490436.24352272606,0.27453014698852585,621,0,35,3,False,False,False,False,False,False,True,False,False,False,False,Married,Unemployed,Car,0.040780020367873225,High Risk,9.5
8a858fc55b00e79e015b055959ee5e97,301972454,8,2017-07-11 06:51:52,2017-07-11 05:51:47,30000.0,34500.0,30,0,Savings,3.3547229,6.6483286,GT Bank,Unknown,Uneducated,41.0,0,7.0,15714.285714285714,17.142857142857142,398774.2261777607,0.3094189654348747,472,3,0,2,False,False,False,False,False,False,True,False,False,False,False,Married,Unemployed,Car,0.0752305390635426,High Risk,4.0
8a858fce5bed2476015bed31fd290906,301997847,4,2017-07-26 21:52:52,2017-07-26 20:52:45,20000.0,24500.0,30,0,Savings,7.036194,6.122153,GT Bank,Unknown,Uneducated,54.0,1,3.0,10000.0,25.0,499943.7539719298,0.6166316655390507,707,0,72,3,True,False,False,False,False,False,True,False,True,False,False,Married,Unemployed,Education,0.040004500188481076,High Risk,13.2
8a858fd35b5dfefb015b5f002aa050a3,301974376,7,2017-07-12 11:01:58,2017-07-12 10:00:48,30000.0,34500.0,30,0,Savings,3.9450385,7.4038823,First Bank,Unknown,Uneducated,38.0,0,6.0,15000.0,15.0,379843.6928912475,0.49737493499312,781,4,68,5,False,False,False,False,False,False,True,True,False,False,False,Married,Unemployed,Car,0.07897985556019027,High Risk,16.8
8a858fe5569398920156b44aab096abc,301983914,2,2017-07-18 14:00:49,2017-07-18 13:00:41,10000.0,11500.0,15,0,Savings,3.2855277,6.6631324,GT Bank,Unknown,Uneducated,47.0,1,1.0,10000.0,30.0,435638.0395233693,0.8766430592791367,342,4,62,3,False,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.022954836567855692,High Risk,12.2
8a858fea5b8c314d015b8d51dc2d7d31,302002824,2,2017-07-29 22:33:20,2017-07-29 21:32:10,10000.0,11500.0,15,0,Savings,3.3227577,6.6451342,GT Bank,Unknown,Uneducated,38.0,1,1.0,10000.0,30.0,477985.6425770344,0.2401250404898063,462,2,46,6,False,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.02092113048853419,High Risk,16.6
8a858fff5c79144c015c7bdbfc086ce1,301967027,2,2017-07-06 19:42:39,2017-07-06 18:42:34,10000.0,13000.0,30,0,Savings,7.2243323,8.8847742,FCMB,Unknown,Uneducated,36.0,1,1.0,10000.0,30.0,298848.88220246986,0.8620819671825178,794,5,9,0,True,False,False,False,False,False,True,False,False,False,True,Married,Unemployed,Medical,0.03346172796866949,High Risk,0.9
8a858e105bd92644015be472bab768c3,301961611,2,2017-07-03 17:44:15,2017-07-03 16:44:08,10000.0,13000.0,30,1,Savings,6.996932,4.8410375,Access Bank,Unknown,Uneducated,44.0,0,1.0,10000.0,30.0,182277.43638809345,0.5315465775038284,635,4,50,6,False,False,True,False,False,False,False,False,False,True,False,Married,Permanent,Home,0.0548614255179047,High Risk,17.0
8a858e5b5ca767e1015ca9d8f9d750f4,301979838,2,2017-07-15 23:25:06,2017-07-15 22:24:59,10000.0,13000.0,30,1,Savings,8.3355696,5.0262751,FCMB,Unknown,Uneducated,31.0,0,1.0,10000.0,30.0,289891.10631517327,0.7574184086518038,713,0,18,6,False,False,False,False,False,False,True,False,True,False,False,Married,Unemployed,Education,0.03449571160395612,High Risk,13.8
8a858eb65c3b3074015c44572e8e1e23,301995854,3,2017-07-25 19:56:59,2017-07-25 18:56:52,10000.0,13000.0,30,1,Savings,3.33486,6.5034967,Zenith Bank,Unknown,Uneducated,52.0,1,2.0,10000.0,22.5,155499.1414475941,0.505779115638089,768,1,61,6,False,False,False,False,False,False,True,False,False,False,False,Married,Unemployed,Car,0.06430903673748047,High Risk,18.1
8a858f6155f96a03015609643bf3459e,301987409,5,2017-07-20 12:10:27,2017-07-20 11:10:19,20000.0,24500.0,30,1,Savings,4.1566735,7.3597592,First Bank,Unknown,Graduate,30.0,1,4.0,9500.0,22.5,131251.80972006803,0.4375656013059027,667,3,46,6,False,False,True,False,False,False,False,True,False,False,False,Married,Permanent,Car,0.1523788513290271,High Risk,16.6
8a858fbc5cc666c8015cc96627e2022d,301977124,2,2017-07-14 09:10:29,2017-07-14 08:10:23,10000.0,11500.0,15,1,Savings,3.4335873,6.8391665,GT Bank,Unknown,Uneducated,44.0,0,1.0,10000.0,15.0,100628.94218577864,0.8211032442837288,773,2,29,4,False,False,True,False,False,False,False,True,False,False,False,Married,Permanent,Car,0.09937498877349073,High Risk,10.9
8a858ffa5ad810ff015ad82004960681,301988717,2,2017-07-21 07:09:17,2017-07-21 06:09:11,10000.0,11500.0,15,1,Savings,3.8335668,7.4309543,GT Bank,Unknown,Uneducated,47.0,1,1.0,10000.0,30.0,141491.3467505348,0.5560801727589406,590,5,44,0,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.07067570017289557,High Risk,4.4
8a85881053bc33670153c5ffe58162b8,301965622,3,2017-07-05 21:43:48,2017-07-05 20:43:43,10000.0,13000.0,30,0,Savings,3.2130683,6.6053783,Skye Bank,Unknown,Secondary,46.0,1,2.0,10000.0,30.0,383082.3894583344,0.17581295541351488,727,6,17,1,False,True,False,False,True,False,False,False,True,False,False,Single,Self-Employed,Education,0.026104045174563266,Medium Risk,3.7
8a85888c54be35040154c4d992b40fbe,301986291,13,2017-07-19 19:01:19,2017-07-19 18:01:11,40000.0,44000.0,30,0,Savings,6.9678936,4.8608533,Access Bank,Unknown,Uneducated,52.0,1,12.0,24166.666666666668,31.25,425431.8219918589,0.8803149127030435,435,1,44,6,True,False,False,False,True,False,False,False,True,False,False,Married,Self-Employed,Education,0.0940221157240218,High Risk,16.4
8a858953548fb0c001549d3ca0e6369c,301997358,10,2017-07-26 16:50:42,2017-07-26 15:50:36,40000.0,48000.0,60,0,Other,5.8329,5.569845,GT Bank,Unknown,Secondary,32.0,1,9.0,23333.333333333332,43.333333333333336,126930.05174434636,0.27729819203112904,452,6,54,4,False,True,True,False,False,False,False,True,False,False,False,Single,Permanent,Car,0.315134197538698,High Risk,13.4
8a85897353d85af80153e04f81f05fc4,301972962,9,2017-07-11 12:49:51,2017-07-11 11:49:46,30000.0,34500.0,30,0,Other,3.4555441,6.4494246,Zenith Bank,Unknown,Uneducated,42.0,0,8.0,15000.0,26.25,280161.8830280582,0.8347314269722451,374,0,31,1,True,False,True,False,False,False,False,False,False,False,False,Married,Permanent,Car,0.10708094789966663,High Risk,5.1
8a8589ec542eaa890154333363443077,301964196,10,2017-07-05 06:05:27,2017-07-05 05:05:21,30000.0,39000.0,60,1,Other,3.8762391,7.3291277,UBA,Unknown,Graduate,39.0,0,9.0,17222.222222222223,18.333333333333332,50000.0,0.41891727145651037,316,6,71,6,False,True,True,False,False,False,False,False,False,False,True,Single,Permanent,Medical,0.6,High Risk,19.1
8a858e0156b782a10156c6613e7c4b5f,301975207,7,2017-07-12 21:16:49,2017-07-12 20:15:39,30000.0,34500.0,30,0,Other,3.3567907,6.6217712,GT Bank,Unknown,Uneducated,44.0,1,6.0,16666.666666666668,17.5,337704.196505614,0.49720785164479175,354,5,49,0,False,True,True,False,False,False,False,True,False,False,False,Single,Permanent,Car,0.088835141258013,High Risk,4.9
8a858e045b495c30015b4bd1bd395aad,301983960,4,2017-07-18 14:23:08,2017-07-18 13:23:01,20000.0,24500.0,30,0,Savings,3.2953077,6.7081212,GT Bank,Unknown,Uneducated,50.0,0,3.0,10000.0,30.0,496588.09659911453,0.3542783403967871,792,6,17,4,False,False,True,False,False,False,False,False,False,True,False,Married,Permanent,Home,0.04027482764280915,High Risk,9.7
8a858e0b5cfa2028015d099b789b229f,302002420,2,2017-07-29 16:29:59,2017-07-29 15:29:50,10000.0,11500.0,15,0,Savings,3.5224291,6.4247056,Diamond Bank,Unknown,Uneducated,32.0,0,1.0,10000.0,15.0,62896.352908345376,0.6783100329924315,598,5,84,3,False,False,False,False,False,False,True,False,False,False,False,Married,Unemployed,Car,0.15899173064251163,High Risk,14.4
8a858e205c21d53a015c326a63a866a2,301991769,3,2017-07-23 11:31:31,2017-07-23 10:31:23,10000.0,11500.0,15,0,Savings,7.387535,5.12615,GT Bank,Unknown,Uneducated,40.0,1,2.0,10000.0,22.5,50405.62611446908,0.8281924253094065,791,3,2,2,False,True,False,False,False,False,True,False,False,False,False,Single,Unemployed,Car,0.1983905522230875,High Risk,4.2
8a858e245c58e0d6015c594f0b5c278e,301974799,3,2017-07-12 15:36:26,2017-07-12 14:36:18,10000.0,13000.0,30,0,Savings,7.3692661,5.1512848,Sterling Bank,Unknown,Uneducated,38.0,0,2.0,10000.0,22.5,628809.0274987624,0.440277559727721,652,5,24,4,True,False,True,False,False,False,False,True,False,False,False,Married,Permanent,Car,0.01590307957215147,High Risk,10.4
8a858e35589c0ac00158b072c1a97520,301976196,7,2017-07-13 14:50:57,2017-07-13 13:50:52,20000.0,22250.0,15,0,Savings,3.2444416,6.5445045,GT Bank,Unknown,Uneducated,37.0,0,6.0,10000.0,15.0,506192.66328530305,0.8379525927871864,819,6,1,5,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.03951064772491081,High Risk,10.1
8a858e5856b7840c0156c26bdcbc4567,302000494,11,2017-07-28 12:43:41,2017-07-28 11:43:36,20000.0,23000.0,30,0,Savings,3.3040135,6.5025684,FCMB,Unknown,Uneducated,31.0,1,10.0,11500.0,28.5,434667.9249414122,0.4555016973907873,780,2,29,1,True,False,False,False,True,False,False,True,False,False,False,Married,Self-Employed,Car,0.04601213674253915,Medium Risk,4.9
8a858e6656322b0f01564d0f26735252,301994550,9,2017-07-25 04:12:46,2017-07-25 03:12:27,30000.0,34500.0,30,0,Other,3.3888166,6.4512933,First Bank,Unknown,Uneducated,43.0,1,8.0,16250.0,24.375,255906.9774305944,0.27385368232088314,419,5,66,1,False,True,True,False,False,False,False,True,False,False,False,Single,Permanent,Car,0.1172300978316874,High Risk,8.600000000000001
8a858e6c5c88d145015c9e3b482226ac,301973767,2,2017-07-11 21:26:01,2017-07-11 20:25:54,10000.0,13000.0,30,0,Savings,3.503346,6.6316306,Wema Bank,Unknown,Uneducated,45.0,1,1.0,10000.0,30.0,81037.9065947961,0.10973535430225018,597,6,76,6,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.1233990415127796,High Risk,19.6
8a858e705668e167015669d13a392b04,301975677,14,2017-07-13 09:21:52,2017-07-13 08:21:44,40000.0,44000.0,30,0,Other,8.3271529,4.9602983,UBA,Unknown,Uneducated,37.0,1,13.0,27692.30769230769,24.23076923076923,324918.6920997479,0.5168943173069149,614,0,70,6,False,False,False,False,True,False,False,False,True,False,False,Married,Self-Employed,Education,0.12310772193961764,High Risk,19.0
